Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV	SUM	Percent	CA1	CA2	CA3	GCA1	GCA2	GCA3	GNA1	GNA2	GNA3	NA1	NA2	NA3
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Diplorickettsiales	f__Diplorickettsiaceae	g__norank_f__Diplorickettsiaceae	s__unclassified_g__norank_f__Diplorickettsiaceae	ASV818	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	0	4
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter_phragmitetus	ASV819	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	0	4
d__Bacteria	k__norank_d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__Parachlamydiaceae	g__Neochlamydia	s__unclassified_g__Neochlamydia	ASV820	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	0	4
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__unclassified_g__Nocardioides	ASV821	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	0	4
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV822	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	0	4
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Haematobacter	s__uncultured_bacterium_g__Haematobacter	ASV607	8	7.21E-05	4	0	0	0	0	0	0	0	0	0	0	4
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Promicromonosporaceae	g__Isoptericola	s__unclassified_g__Isoptericola	ASV823	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	0	4
d__Bacteria	k__norank_d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__Oligoflexales	f__norank_o__Oligoflexales	g__norank_f__norank_o__Oligoflexales	s__unclassified_g__norank_f__norank_o__Oligoflexales	ASV824	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	0	4
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__unclassified_g__Sphingomonas	ASV825	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	0	4
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aminobacter	s__unclassified_g__Aminobacter	ASV826	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	0	4
d__Bacteria	k__norank_d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__unclassified_g__Bryobacter	ASV827	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	0	3
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia-Caballeronia-Paraburkholderia	s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia	ASV828	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	0	3
d__Bacteria	k__norank_d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Microscillaceae	g__unclassified_f__Microscillaceae	s__unclassified_f__Microscillaceae	ASV829	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	0	3
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__unclassified_o__Microtrichales	g__unclassified_o__Microtrichales	s__unclassified_o__Microtrichales	ASV830	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	0	3
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__unclassified_g__Actinomyces	ASV831	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	0	3
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Geodermatophilaceae	g__Blastococcus	s__unclassified_g__Blastococcus	ASV832	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	0	3
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium-Methylorubrum	s__unclassified_g__Methylobacterium-Methylorubrum	ASV833	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	0	3
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__unclassified_f__Microbacteriaceae	s__unclassified_f__Microbacteriaceae	ASV834	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	0	3
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__unclassified_g__Nocardioides	ASV835	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	0	3
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__norank_f__Xanthobacteraceae	s__unclassified_g__norank_f__Xanthobacteraceae	ASV836	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	0	3
d__Bacteria	k__norank_d__Bacteria	p__Gemmatimonadota	c__Longimicrobia	o__Longimicrobiales	f__Longimicrobiaceae	g__norank_f__Longimicrobiaceae	s__uncultured_Gemmatimonas_sp._g__norank	ASV837	2	1.80E-05	0	0	0	0	0	0	0	0	0	0	0	2
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__Haliangium	s__unclassified_g__Haliangium	ASV838	2	1.80E-05	0	0	0	0	0	0	0	0	0	0	0	2
d__Bacteria	k__norank_d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__Parachlamydiaceae	g__unclassified_f__Parachlamydiaceae	s__unclassified_f__Parachlamydiaceae	ASV839	2	1.80E-05	0	0	0	0	0	0	0	0	0	0	0	2
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rubellimicrobium	s__uncultured_bacterium_g__Rubellimicrobium	ASV840	2	1.80E-05	0	0	0	0	0	0	0	0	0	0	0	2
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__unclassified_g__Hyphomicrobium	ASV841	2	1.80E-05	0	0	0	0	0	0	0	0	0	0	0	2
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__norank_f__Caulobacteraceae	s__metagenome_g__norank_f__Caulobacteraceae	ASV842	2	1.80E-05	0	0	0	0	0	0	0	0	0	0	0	2
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	s__unclassified_g__Arenimonas	ASV843	2	1.80E-05	0	0	0	0	0	0	0	0	0	0	0	2
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Bosea	s__unclassified_g__Bosea	ASV479	76	0.000684611	0	0	0	0	0	0	0	0	0	0	76	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV481	62	0.000558498	0	0	0	0	0	0	0	0	0	0	62	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV482	47	0.000423378	0	0	0	0	0	0	0	0	0	0	47	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__unclassified_f__Alcaligenaceae	s__unclassified_f__Alcaligenaceae	ASV484	36	0.000324289	0	0	0	0	0	0	0	0	0	0	36	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__unclassified_g__Streptomyces	ASV486	24	0.000216193	0	0	0	0	0	0	0	0	0	0	24	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV487	18	0.000162145	0	0	0	0	0	0	0	0	0	0	18	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV489	12	0.000108096	0	0	0	0	0	0	0	0	0	0	12	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV491	8	7.21E-05	0	0	0	0	0	0	0	0	0	0	8	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Mitochondria	g__norank_f__Mitochondria	s__unclassified_g__norank_f__Mitochondria	ASV492	8	7.21E-05	0	0	0	0	0	0	0	0	0	0	8	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__unclassified_g__Hyphomicrobium	ASV493	7	6.31E-05	0	0	0	0	0	0	0	0	0	0	7	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV494	7	6.31E-05	0	0	0	0	0	0	0	0	0	0	7	0
d__Bacteria	k__norank_d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__unclassified_g__Chryseobacterium	ASV496	6	5.40E-05	0	0	0	0	0	0	0	0	0	0	6	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	ASV498	6	5.40E-05	0	0	0	0	0	0	0	0	0	0	6	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__unclassified_f__Rhodocyclaceae	s__unclassified_f__Rhodocyclaceae	ASV499	5	4.50E-05	0	0	0	0	0	0	0	0	0	0	5	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Pleomorphomonadaceae	g__Prosthecomicrobium	s__unclassified_g__Prosthecomicrobium	ASV500	5	4.50E-05	0	0	0	0	0	0	0	0	0	0	5	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__unclassified_g__Reyranella	ASV501	5	4.50E-05	0	0	0	0	0	0	0	0	0	0	5	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__unclassified_g__Paracoccus	ASV502	5	4.50E-05	0	0	0	0	0	0	0	0	0	0	5	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Noviherbaspirillum	s__unclassified_g__Noviherbaspirillum	ASV503	5	4.50E-05	0	0	0	0	0	0	0	0	0	0	5	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__unclassified_g__Pseudolabrys	ASV504	5	4.50E-05	0	0	0	0	0	0	0	0	0	0	5	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__67-14	g__norank_f__67-14	s__unclassified_g__norank_f__67-14	ASV505	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	4	0
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__BIrii41	g__norank_f__BIrii41	s__unclassified_g__norank_f__BIrii41	ASV506	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	4	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__unclassified_f__Planococcaceae	s__unclassified_f__Planococcaceae	ASV507	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	4	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__unclassified_g__Brevundimonas	ASV509	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	4	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Azospirillum	s__unclassified_g__Azospirillum	ASV510	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	4	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__unclassified_g__Massilia	ASV511	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	4	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Saccharothrix	s__unclassified_g__Saccharothrix	ASV512	4	3.60E-05	0	0	0	0	0	0	0	0	0	0	4	0
d__Bacteria	k__norank_d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bacteriovoracales	f__Bacteriovoracaceae	g__Peredibacter	s__unclassified_g__Peredibacter	ASV513	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	3	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	s__unclassified_g__Cutibacterium	ASV514	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	3	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__D05-2	g__norank_f__D05-2	s__unclassified_g__norank_f__D05-2	ASV515	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	3	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	ASV516	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	3	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Leifsonia	s__unclassified_g__Leifsonia	ASV517	3	2.70E-05	0	0	0	0	0	0	0	0	0	0	3	0
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Nannocystis	s__unclassified_g__Nannocystis	ASV519	8	7.21E-05	6	0	0	0	0	0	0	0	0	0	2	0
d__Bacteria	k__norank_d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__unclassified_g__Bdellovibrio	ASV520	2	1.80E-05	0	0	0	0	0	0	0	0	0	0	2	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__unclassified_c__Alphaproteobacteria	f__unclassified_c__Alphaproteobacteria	g__unclassified_c__Alphaproteobacteria	s__unclassified_c__Alphaproteobacteria	ASV521	2	1.80E-05	0	0	0	0	0	0	0	0	0	0	2	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV522	2	1.80E-05	0	0	0	0	0	0	0	0	0	0	2	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__unclassified_g__Corynebacterium	ASV523	2	1.80E-05	0	0	0	0	0	0	0	0	0	0	2	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Lechevalieria	s__unclassified_g__Lechevalieria	ASV586	71	0.00063957	71	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Lechevalieria	s__unclassified_g__Lechevalieria	ASV587	46	0.00041437	46	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__unclassified_g__Streptomyces	ASV589	38	0.000342305	38	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	ASV591	33	0.000297265	33	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__unclassified_g__Bradyrhizobium	ASV593	19	0.000171153	19	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__TRA3-20	g__norank_f__TRA3-20	s__unclassified_g__norank_f__TRA3-20	ASV594	14	0.000126112	14	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV595	14	0.000126112	14	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__unclassified_g__Sphingobium	ASV596	14	0.000126112	14	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Devosia	s__unclassified_g__Devosia	ASV597	12	0.000108096	12	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Mitochondria	g__norank_f__Mitochondria	s__unclassified_g__norank_f__Mitochondria	ASV598	11	9.91E-05	11	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_sp._WW3	ASV599	8	7.21E-05	8	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__unclassified_g__Lysobacter	ASV600	8	7.21E-05	8	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__unclassified_g__Pseudomonas	ASV601	8	7.21E-05	8	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__unclassified_g__Brevundimonas	ASV602	7	6.31E-05	7	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Mitochondria	g__norank_f__Mitochondria	s__Andalucia_godoyi	ASV603	6	5.40E-05	6	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__unclassified_g__Hyphomicrobium	ASV604	6	5.40E-05	6	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__unclassified_f__Steroidobacteraceae	s__unclassified_f__Steroidobacteraceae	ASV605	6	5.40E-05	6	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Diplorickettsiales	f__Diplorickettsiaceae	g__norank_f__Diplorickettsiaceae	s__unclassified_g__norank_f__Diplorickettsiaceae	ASV606	5	4.50E-05	5	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Devosia	s__unclassified_g__Devosia	ASV608	4	3.60E-05	4	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__unclassified_g__Mycobacterium	ASV609	4	3.60E-05	4	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__unclassified_g__Sphingomonas	ASV610	4	3.60E-05	4	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__unclassified_g__Amycolatopsis	ASV612	4	3.60E-05	4	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Ardenticatenales	f__Ardenticatenaceae	g__norank_f__Ardenticatenaceae	s__uncultured_bacterium_g__norank_f__Ardenticatenaceae	ASV614	3	2.70E-05	3	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__Bauldia	s__unclassified_g__Bauldia	ASV615	3	2.70E-05	3	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Dependentiae	c__Babeliae	o__Babeliales	f__Vermiphilaceae	g__norank_f__Vermiphilaceae	s__uncultured_bacterium_g__norank_f__Vermiphilaceae	ASV616	3	2.70E-05	3	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Dongiales	f__Dongiaceae	g__Dongia	s__unclassified_g__Dongia	ASV617	3	2.70E-05	3	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__unclassified_g__Nocardioides	ASV618	3	2.70E-05	3	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unclassified_c__Gammaproteobacteria	f__unclassified_c__Gammaproteobacteria	g__unclassified_c__Gammaproteobacteria	s__unclassified_c__Gammaproteobacteria	ASV619	3	2.70E-05	3	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Pseudarthrobacter	s__unclassified_g__Pseudarthrobacter	ASV620	3	2.70E-05	3	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__env.OPS_17	g__norank_f__env.OPS_17	s__metagenome_g__norank_f__env.OPS_17	ASV621	2	1.80E-05	2	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__norank_f__Saprospiraceae	s__unclassified_g__norank_f__Saprospiraceae	ASV622	2	1.80E-05	2	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerofilum	s__unclassified_g__Anaerofilum	ASV623	2	1.80E-05	2	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__unclassified_f__Peptostreptococcaceae	s__unclassified_f__Peptostreptococcaceae	ASV624	2	1.80E-05	2	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__unclassified_o__Microtrichales	g__unclassified_o__Microtrichales	s__unclassified_o__Microtrichales	ASV625	2	1.80E-05	2	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__norank_f__Azospirillaceae	s__metagenome_g__norank_f__Azospirillaceae	ASV626	2	1.80E-05	2	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus_thermoaerophilus	ASV627	2	1.80E-05	2	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Halobacillus	s__uncultured_soil_bacterium_g__Halobacillus	ASV844	32	0.000288257	0	0	0	0	0	0	0	0	32	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	ASV845	24	0.000216193	0	0	0	0	0	0	0	0	24	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Cellulomonadaceae	g__unclassified_f__Cellulomonadaceae	s__unclassified_f__Cellulomonadaceae	ASV846	13	0.000117104	0	0	0	0	0	0	0	0	13	0	0	0
